medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
31-07-2024,Silver Medal,2,ZHANG Boheng,Male,China,CHN,China,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,04-03-2000,1918864
31-07-2024,Bronze Medal,3,XIAO Ruoteng,Male,China,CHN,China,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,30-01-1996,1918860
31-07-2024,Gold Medal,1,FOX Jessica,Female,Australia,AUS,Australia,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,11-06-1994,1940205
31-07-2024,Silver Medal,2,LILIK Elena,Female,Germany,GER,Germany,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,14-09-1998,1913770
31-07-2024,Bronze Medal,3,LEIBFARTH Evy,Female,United States,USA,United States,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,26-01-2004,1955132
31-07-2024,Gold Medal,1,TORRES GIL Jose,Male,Argentina,ARG,Argentina,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,28-03-1995,1916809
31-07-2024,Silver Medal,2,REILLY Kieran Darren David,Male,Great Britain,GBR,Great Britain,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,12-07-2001,1912548
31-07-2024,Bronze Medal,3,JEANJEAN Anthony,Male,France,FRA,France,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,13-05-1998,1895685
31-07-2024,Gold Medal,1,DENG Yawen,Female,China,CHN,China,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,17-10-2005,1920569
31-07-2024,Silver Medal,2,BENEGAS Perris,Female,United States,USA,United States,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,22-07-1995,1955071
31-07-2024,Bronze Medal,3,DIEHM Natalya,Female,Australia,AUS,Australia,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,23-09-1997,1940118
31-07-2024,Gold Medal,1,BEKAURI Lasha,Male,Georgia,GEO,Georgia,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,26-07-2000,1548817
31-07-2024,Silver Medal,2,MURAO Sanshiro,Male,Japan,JPN,Japan,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,28-08-2000,1896750
31-07-2024,Bronze Medal,3,NGAYAP HAMBOU Maxime-Gael,Male,France,FRA,France,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000100--,22-06-2001,1891318
31-07-2024,Bronze Medal,3,TSELIDIS Theodoros,Male,Greece,GRE,Greece,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000200--,05-08-1996,1961318
31-07-2024,Gold Medal,1,MATIC Barbara,Female,Croatia,CRO,Croatia,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,03-12-1994,1898499
31-07-2024,Silver Medal,2,BUTKEREIT Miriam,Female,Germany,GER,Germany,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,08-05-1994,1563082
31-07-2024,Bronze Medal,3,POLLERES Michaela,Female,Austria,AUT,Austria,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000100--,15-07-1997,1566421
31-07-2024,Bronze Medal,3,WILLEMS Gabriella,Female,Belgium,BEL,Belgium,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000200--,01-07-1997,1903248
31-07-2024,Gold Medal,1,RUANO OLIVA Adriana,Female,Guatemala,GUA,Guatemala,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,26-06-1995,1958899
31-07-2024,Silver Medal,2,STANCO Silvana Maria,Female,Italy,ITA,Italy,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,06-01-1993,1915317
31-07-2024,Bronze Medal,3,SMITH Penny,Female,Australia,AUS,Australia,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,21-04-1995,1967454
31-07-2024,Gold Medal,1,PAN Zhanle,Male,China,CHN,China,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,04-08-2004,1945148
31-07-2024,Silver Medal,2,CHALMERS Kyle,Male,Australia,AUS,Australia,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,25-06-1998,1946200
31-07-2024,Bronze Medal,3,POPOVICI David,Male,Romania,ROU,Romania,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,15-09-2004,1543549
31-07-2024,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,17-05-2002,1909294
31-07-2024,Silver Medal,2,STUBBLETY-COOK Zac,Male,Australia,AUS,Australia,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,04-01-1999,1946185
31-07-2024,Bronze Medal,3,CORBEAU Caspar,Male,Netherlands,NED,Netherlands,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,03-04-2001,1972545
31-07-2024,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,17-05-2002,1909294
31-07-2024,Silver Medal,2,MILAK Kristof,Male,Hungary,HUN,Hungary,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,20-02-2000,1905860
31-07-2024,Bronze Medal,3,KHARUN Ilya,Male,Canada,CAN,Canada,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,07-02-2005,1967058
31-07-2024,Gold Medal,1,SJOESTROEM Sarah,Female,Sweden,SWE,Sweden,,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,17-08-1993,1572557
31-07-2024,Silver Medal,2,HUSKE Torri,Female,United States,USA,United States,,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,07-12-2002,1935923
31-07-2024,Bronze Medal,3,HAUGHEY Siobhan Bernadette,Female,"Hong Kong, China",HKG,"Hong Kong, China",,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,31-10-1997,1925125
31-07-2024,Gold Medal,1,LEDECKY Katie,Female,United States,USA,United States,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,17-03-1997,1935938
31-07-2024,Silver Medal,2,KIRPICHNIKOVA Anastasiia,Female,France,FRA,France,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,24-06-2000,1909209
31-07-2024,Bronze Medal,3,GOSE Isabel,Female,Germany,GER,Germany,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,09-05-2002,1907171
31-07-2024,Gold Medal,1,YEE Alex,Male,Great Britain,GBR,Great Britain,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,18-02-1998,1904251
31-07-2024,Silver Medal,2,WILDE Hayden,Male,New Zealand,NZL,New Zealand,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,01-09-1997,1926549
31-07-2024,Bronze Medal,3,BERGERE Leo,Male,France,FRA,France,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,28-06-1996,1543967
31-07-2024,Gold Medal,1,BEAUGRAND Cassandre,Female,France,FRA,France,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,23-05-1997,1543963
31-07-2024,Silver Medal,2,DERRON Julie,Female,Switzerland,SUI,Switzerland,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,10-09-1996,1976489
31-07-2024,Bronze Medal,3,POTTER Beth,Female,Great Britain,GBR,Great Britain,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,27-12-1991,1904244
01-08-2024,Gold Medal,1,BILES Simone,Female,United States,USA,United States,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,14-03-1997,1959861
01-08-2024,Silver Medal,2,ANDRADE Rebeca,Female,Brazil,BRA,Brazil,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,08-05-1999,1953634
01-08-2024,Bronze Medal,3,LEE Sunisa,Female,United States,USA,United States,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,09-03-2003,1959866
01-08-2024,Gold Medal,1,PINTADO Brian Daniel,Male,Ecuador,ECU,Ecuador,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,29-07-1995,1929767
01-08-2024,Silver Medal,2,BONFIM Caio,Male,Brazil,BRA,Brazil,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,19-03-1991,1951928
01-08-2024,Bronze Medal,3,MARTIN Alvaro,Male,Spain,ESP,Spain,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,18-06-1994,1904165
01-08-2024,Gold Medal,1,YANG Jiayu,Female,China,CHN,China,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,18-02-1996,1919002
01-08-2024,Silver Medal,2,PEREZ Maria,Female,Spain,ESP,Spain,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,29-04-1996,1905369
01-08-2024,Bronze Medal,3,MONTAG Jemima,Female,Australia,AUS,Australia,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,15-02-1998,1939791
01-08-2024,Gold Medal,1,de GENNARO Giovanni,Male,Italy,ITA,Italy,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,21-07-1992,1550975
01-08-2024,Silver Medal,2,CASTRYCK Titouan,Male,France,FRA,France,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,28-08-2004,1880464
01-08-2024,Bronze Medal,3,ECHANIZ Pau,Male,Spain,ESP,Spain,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,29-05-2001,1953935
01-08-2024,Gold Medal,1,KOTSOIEV Zelym,Male,Azerbaijan,AZE,Azerbaijan,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,09-08-1998,1972367
01-08-2024,Silver Medal,2,SULAMANIDZE Ilia,Male,Georgia,GEO,Georgia,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,18-06-2001,1552370
01-08-2024,Bronze Medal,3,PALTCHIK Peter,Male,Israel,ISR,Israel,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000100--,04-01-1992,1892957
01-08-2024,Bronze Medal,3,TUROBOYEV Muzaffarbek,Male,Uzbekistan,UZB,Uzbekistan,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000200--,05-04-2000,1565754
01-08-2024,Gold Medal,1,BELLANDI Alice,Female,Italy,ITA,Italy,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,20-11-1998,1925349
01-08-2024,Silver Medal,2,LANIR Inbar,Female,Israel,ISR,Israel,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,03-04-2000,1892794
01-08-2024,Bronze Medal,3,MA Zhenzhao,Female,China,CHN,China,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000100--,24-04-1998,1891067
01-08-2024,Bronze Medal,3,SAMPAIO Patricia,Female,Portugal,POR,Portugal,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000200--,30-06-1999,1943504
01-08-2024,Gold Medal,1,LIU Yukun,Male,China,CHN,China,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,12-04-1997,1913922
01-08-2024,Silver Medal,2,KULISH Serhiy,Male,Ukraine,UKR,Ukraine,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,17-04-1993,1555976
01-08-2024,Bronze Medal,3,KUSALE Swapnil,Male,India,IND,India,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,06-08-1995,1538084
01-08-2024,Gold Medal,1,KOS Hubert,Male,Hungary,HUN,Hungary,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,28-03-2003,1904977
01-08-2024,Silver Medal,2,CHRISTOU Apostolos,Male,Greece,GRE,Greece,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,01-11-1996,1954557
01-08-2024,Bronze Medal,3,MITYUKOV Roman,Male,Switzerland,SUI,Switzerland,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,30-07-2000,1977754
01-08-2024,Gold Medal,1,DOUGLASS Kate,Female,United States,USA,United States,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,17-11-2001,1935895
01-08-2024,Silver Medal,2,SMITH Tatjana,Female,South Africa,RSA,South Africa,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,09-07-1997,1962589
01-08-2024,Bronze Medal,3,SCHOUTEN Tes,Female,Netherlands,NED,Netherlands,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,31-12-2000,1972525
01-08-2024,Gold Medal,1,McINTOSH Summer,Female,Canada,CAN,Canada,,,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,18-08-2006,1967140
01-08-2024,Silver Medal,2,SMITH Regan,Female,United States,USA,United States,,,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,09-02-2002,1935984
01-08-2024,Bronze Medal,3,ZHANG Yufei,Female,China,CHN,China,,,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,19-04-1998,1945125
02-08-2024,Gold Medal,1,CHEPTEGEI Joshua,Male,Uganda,UGA,Uganda,,,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,12-09-1996,1970827
02-08-2024,Silver Medal,2,AREGAWI Berihu,Male,Ethiopia,ETH,Ethiopia,,,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,28-02-2001,1536998
02-08-2024,Bronze Medal,3,FISHER Grant,Male,United States,USA,United States,,,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,22-04-1997,1960959
02-08-2024,Gold Medal,1,DAUDET Joris,Male,France,FRA,France,,,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,12-02-1991,1895661
02-08-2024,Silver Medal,2,ANDRE Sylvain,Male,France,FRA,France,,,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,14-10-1992,1895640
02-08-2024,Bronze Medal,3,MAHIEU Romain,Male,France,FRA,France,,,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,17-02-1995,1895700
02-08-2024,Gold Medal,1,SAKAKIBARA Saya,Female,Australia,AUS,Australia,,,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,23-08-1999,1940127
02-08-2024,Silver Medal,2,VEENSTRA Manon,Female,Netherlands,NED,Netherlands,,,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,06-07-1998,1969181
02-08-2024,Bronze Medal,3,CLAESSENS Zoe,Female,Switzerland,SUI,Switzerland,,,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,28-04-2001,1976480
02-08-2024,Gold Medal,1,RINER Teddy,Male,France,FRA,France,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--,07-04-1989,1891323
02-08-2024,Silver Medal,2,KIM Minjong,Male,Korea,KOR,Korea,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--,01-09-2000,1928072
02-08-2024,Bronze Medal,3,RAKHIMOV Temur,Male,Tajikistan,TJK,Tajikistan,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/repf000100--,08-07-1997,1567512
02-08-2024,Bronze Medal,3,YUSUPOV Alisher,Male,Uzbekistan,UZB,Uzbekistan,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/repf000200--,27-11-1998,1566931
02-08-2024,Gold Medal,1,SOUZA Beatriz,Female,Brazil,BRA,Brazil,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/fnl-000100--,20-05-1998,1953777
02-08-2024,Silver Medal,2,HERSHKO Raz,Female,Israel,ISR,Israel,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/fnl-000100--,19-06-1998,1892796
02-08-2024,Bronze Medal,3,KIM Hayun,Female,Korea,KOR,Korea,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/repf000100--,07-01-2000,1928070
02-08-2024,Bronze Medal,3,DICKO Romane,Female,France,FRA,France,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/repf000200--,30-09-1999,1891300
02-08-2024,Gold Medal,1,LEONE Chiara,Female,Switzerland,SUI,Switzerland,,,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,15-06-1998,1977709
02-08-2024,Silver Medal,2,MADDALENA Sagen,Female,United States,USA,United States,,,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,16-08-1993,1944373
02-08-2024,Bronze Medal,3,ZHANG Qiongyue,Female,China,CHN,China,,,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,12-03-2004,1913972
02-08-2024,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,,,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,17-05-2002,1909294
02-08-2024,Silver Medal,2,SCOTT Duncan,Male,Great Britain,GBR,Great Britain,,,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,06-05-1997,1903621
02-08-2024,Bronze Medal,3,WANG Shun,Male,China,CHN,China,,,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,11-02-1994,1945186
02-08-2024,Gold Medal,1,McEVOY Cameron,Male,Australia,AUS,Australia,,,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,13-05-1994,1946161
02-08-2024,Silver Medal,2,PROUD Benjamin,Male,Great Britain,GBR,Great Britain,,,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,21-09-1994,1903616
02-08-2024,Bronze Medal,3,MANAUDOU Florent,Male,France,FRA,France,,,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,12-11-1990,1909292
02-08-2024,Gold Medal,1,McKEOWN Kaylee,Female,Australia,AUS,Australia,,,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,12-07-2001,1946198
02-08-2024,Silver Medal,2,SMITH Regan,Female,United States,USA,United States,,,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,09-02-2002,1935984
02-08-2024,Bronze Medal,3,MASSE Kylie,Female,Canada,CAN,Canada,,,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,18-01-1996,1967104
02-08-2024,Bronze Medal,3,SWIATEK Iga,Female,Poland,POL,Poland,,,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000200--,31-05-2001,1931815
02-08-2024,Gold Medal,1,LITVINOVICH Ivan,Male,AIN,AIN,Belarus,,,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,26-06-2001,1937347
02-08-2024,Silver Medal,2,WANG Zisai,Male,China,CHN,China,,,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,18-06-2006,1918790
02-08-2024,Bronze Medal,3,YAN Langyu,Male,China,CHN,China,,,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,31-08-1999,1918789
02-08-2024,Gold Medal,1,PAGE Bryony,Female,Great Britain,GBR,Great Britain,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,10-12-1990,1904745
02-08-2024,Silver Medal,2,BARDZILOUSKAYA Viyaleta,Female,AIN,AIN,Belarus,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,07-06-2005,1938437
02-08-2024,Bronze Medal,3,METHOT Sophiane,Female,Canada,CAN,Canada,,,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,03-08-1998,1973102
03-08-2024,Gold Medal,1,LIM Sihyeon,Female,Korea,KOR,Korea,,,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000100--,13-06-2003,1902147
